attr_path,pname,version,forge_type,origin_url,owner,repo,rev,rev_type,hash,fetch_url
munin,munin,2.0.76,fetchFromGitHub,https://github.com/munin-monitoring/munin,munin-monitoring,munin,2.0.76,tag,sha256-9PfIzUObm3Nu2k2TFjbQ3cqIDkPz07ZUczEcfm3bpDc=,https://github.com/munin-monitoring/munin/archive/2.0.76.tar.gz
muparser,muparser,2.3.5,fetchFromGitHub,https://github.com/beltoforion/muparser,beltoforion,muparser,v2.3.5,tag,sha256-CE3xgJr2RNsNMrj8Cf6xd/pD9M1OlHEclTW6xZV5X30=,https://github.com/beltoforion/muparser/archive/v2.3.5.tar.gz
muparserx,muparserx,4.0.12,fetchFromGitHub,https://github.com/beltoforion/muparserx,beltoforion,muparserx,v4.0.12,tag,sha256-rekPXmncNdVX6LvPQP1M2Pzs3pyiCCcLPLnPFiyWJ4s=,https://github.com/beltoforion/muparserx/archive/v4.0.12.tar.gz
muse,muse-sequencer,4.2.1,fetchFromGitHub,https://github.com/muse-sequencer/muse,muse-sequencer,muse,refs/tags/4.2.1,tag,sha256-LxibuqopMHuKEfTWXSEXc1g3wTm2F3NQRiV71FHvaY0=,https://github.com/muse-sequencer/muse/archive/refs/tags/4.2.1.tar.gz
musescore,musescore,4.6.5,fetchFromGitHub,https://github.com/musescore/MuseScore,musescore,MuseScore,refs/tags/v4.6.5,tag,sha256-lfgf09gLeoiXc0xsJvvKAnSJUjy/L2Fdis/9SNjb1KM=,https://github.com/musescore/MuseScore/archive/refs/tags/v4.6.5.tar.gz
museum,museum,1.3.16,fetchFromGitHub,https://github.com/ente-io/ente,ente-io,ente,refs/tags/photos-v1.3.16,tag,sha256-0Ks29rlCAacOolVXcWX3zedrm6U90Dfe3Mr2uZYfUf4=,https://github.com/ente-io/ente/archive/refs/tags/photos-v1.3.16.tar.gz
mustache-hpp,mustache,4.1,fetchFromGitHub,https://github.com/kainjow/Mustache,kainjow,Mustache,v4.1,tag,0r9rbk6v1wpld2ismfsk2lkhbyv3dkf0p03hkjivbj05qkfhvlbb,https://github.com/kainjow/Mustache/archive/v4.1.tar.gz
mvnd,mvnd,1.0.3,fetchFromGitHub,https://github.com/apache/maven-mvnd,apache,maven-mvnd,1.0.3,tag,sha256-vlJG2uDY93iri1X7SYPRufAIN4fhAjCd8gCeCdz/QDE=,https://github.com/apache/maven-mvnd/archive/1.0.3.tar.gz
mybbscan,my-b-bscan,3.2.0,fetchFromGitHub,https://github.com/0xB9/MyBBscan,0xB9,MyBBscan,refs/tags/v3.2.0,tag,sha256-cX1483JK+bejQWua9d7V3GDw6cPPvlnLX5w2XQjqMOQ=,https://github.com/0xB9/MyBBscan/archive/refs/tags/v3.2.0.tar.gz
mympd,mympd,23.0.1,fetchFromGitHub,https://github.com/jcorporation/myMPD,jcorporation,myMPD,v23.0.1,tag,sha256-X5Pyh5QqVbH+4z1hf+u/JmN4lVKcW1RYu+rtDd5ec3w=,https://github.com/jcorporation/myMPD/archive/v23.0.1.tar.gz
naev,naev,0.12.6,fetchFromGitHub,https://github.com/naev/naev,naev,naev,refs/tags/v0.12.6,tag,sha256-Phes5d7q1PgviwKFcvDvm9xregcbj2NTTPdmbaXJ19Y=,
nagios,nagios,4.5.11,fetchFromGitHub,https://github.com/NagiosEnterprises/nagioscore,NagiosEnterprises,nagioscore,refs/tags/nagios-4.5.11,tag,sha256-RUiEVCOqEo0+oD6GPl9U3Y4C2Fz4uOGgSaBC+WIkxjs=,https://github.com/NagiosEnterprises/nagioscore/archive/refs/tags/nagios-4.5.11.tar.gz
nagstamon,nagstamon,3.16.2,fetchFromGitHub,https://github.com/HenriWahl/Nagstamon,HenriWahl,Nagstamon,refs/tags/v3.16.2,tag,sha256-9w8ux+AeSg0vDhnk28/2eCE2zYLvAjD7mB0pJBMFs2I=,https://github.com/HenriWahl/Nagstamon/archive/refs/tags/v3.16.2.tar.gz
naja,naja,0.4.1,fetchFromGitHub,https://github.com/najaeda/naja,najaeda,naja,refs/tags/v0.4.1,tag,sha256-QKKV1+xhodA66404ez7w+V0gYatsCoAYq3IuvB3QPnA=,
namecoind,namecoind,28.0,fetchFromGitHub,https://github.com/namecoin/namecoin-core,namecoin,namecoin-core,refs/tags/nc28.0,tag,sha256-r6rVgPrKz7nZ07oXw7KmVhGF4jVn6L+R9YHded+3E9k=,https://github.com/namecoin/namecoin-core/archive/refs/tags/nc28.0.tar.gz
nano-wallet,nano-wallet,28.2,fetchFromGitHub,https://github.com/nanocurrency/nano-node,nanocurrency,nano-node,refs/tags/V28.2,tag,sha256-Wo1Gd6dOnCoPiGmuJQhZmKKSg7LrKpfdvLNNKBYTUWI=,
nanovna-saver,nanovna-saver,0.7.3,fetchFromGitHub,https://github.com/NanoVNA-Saver/nanovna-saver,NanoVNA-Saver,nanovna-saver,refs/tags/v0.7.3,tag,sha256-Asx4drb9W2NobdgOlbgdm1aAzB69hnIWvOM915F7sgA=,https://github.com/NanoVNA-Saver/nanovna-saver/archive/refs/tags/v0.7.3.tar.gz
napari,napari,0.6.6,fetchFromGitHub,https://github.com/napari/napari,napari,napari,refs/tags/v0.6.6,tag,sha256-F0l6GWyZ6n4HNZW7XyUk4ZBPQfrAW4DWixCaRHViDPI=,https://github.com/napari/napari/archive/refs/tags/v0.6.6.tar.gz
naps2,naps2,8.2.1,fetchFromGitHub,https://github.com/cyanfish/naps2,cyanfish,naps2,refs/tags/v8.2.1,tag,sha256-1OPFWmy9eDRnMJjYdzYubgfde7MNix8ZsSuN2ZHsvco=,https://github.com/cyanfish/naps2/archive/refs/tags/v8.2.1.tar.gz
narrowlink,narrowlink,0.2.6,fetchFromGitHub,https://github.com/narrowlink/narrowlink,narrowlink,narrowlink,0.2.6,tag,sha256-O66eihqSxwvrUfJj+VMrs7Vfndz2LPKQEnH7BDljvUg=,https://github.com/narrowlink/narrowlink/archive/0.2.6.tar.gz
nats-top,nats-top,0.6.3,fetchFromGitHub,https://github.com/nats-io/nats-top,nats-io,nats-top,refs/tags/v0.6.3,tag,sha256-NOU0U1hyP9FCSLK0ulf28cx1K0/KWKQd+t3KtaVqWWo=,https://github.com/nats-io/nats-top/archive/refs/tags/v0.6.3.tar.gz
nbxplorer,nbxplorer,2.6.0,fetchFromGitHub,https://github.com/dgarage/NBXplorer,dgarage,NBXplorer,refs/tags/v2.6.0,tag,sha256-X1+UdsKVOC3QpES22p0MG1Rz1oresilBM+b/4I1nCyI=,https://github.com/dgarage/NBXplorer/archive/refs/tags/v2.6.0.tar.gz
ncnn,ncnn,20250503,fetchFromGitHub,https://github.com/Tencent/ncnn,Tencent,ncnn,refs/tags/20250503,tag,sha256-7wktoeei16QaPdcxVVS25sZYPhTQMEq9PjaHBwm5Eas=,https://github.com/Tencent/ncnn/archive/refs/tags/20250503.tar.gz
nco,nco,5.3.2,fetchFromGitHub,https://github.com/nco/nco,nco,nco,5.3.2,tag,sha256-p7GUUgMlZFnJ5kA3x4QpcVmQUQNsjMr2Q8Mrzf6k54Q=,https://github.com/nco/nco/archive/5.3.2.tar.gz
ncompress,ncompress,5.0,fetchFromGitHub,https://github.com/vapier/ncompress,vapier,ncompress,v5.0,tag,sha256-Yhs3C5/kR7Ve56E84usYJprxIMAIwXVahLi1N9TIfj0=,https://github.com/vapier/ncompress/archive/v5.0.tar.gz
nemo,nemo,6.6.4,fetchFromGitHub,https://github.com/linuxmint/nemo,linuxmint,nemo,6.6.4,tag,sha256-HYrpq22rWScdweDQQlrQbOShYFH4FjZWQKBnvKIsOAI=,https://github.com/linuxmint/nemo/archive/6.6.4.tar.gz
nemo-emblems,nemo-emblems,6.6.0,fetchFromGitHub,https://github.com/linuxmint/nemo-extensions,linuxmint,nemo-extensions,6.6.0,tag,sha256-tXeMkaCYnWzg+6ng8Tyg4Ms1aUeE3xiEkQ3tKEX6Vv8=,https://github.com/linuxmint/nemo-extensions/archive/6.6.0.tar.gz
nemo-fileroller,nemo-fileroller,6.6.0,fetchFromGitHub,https://github.com/linuxmint/nemo-extensions,linuxmint,nemo-extensions,6.6.0,tag,sha256-tXeMkaCYnWzg+6ng8Tyg4Ms1aUeE3xiEkQ3tKEX6Vv8=,https://github.com/linuxmint/nemo-extensions/archive/6.6.0.tar.gz
nemo-preview,nemo-preview,6.6.0,fetchFromGitHub,https://github.com/linuxmint/nemo-extensions,linuxmint,nemo-extensions,refs/tags/6.6.0,tag,sha256-tXeMkaCYnWzg+6ng8Tyg4Ms1aUeE3xiEkQ3tKEX6Vv8=,https://github.com/linuxmint/nemo-extensions/archive/refs/tags/6.6.0.tar.gz
nemo-python,nemo-python,6.6.0,fetchFromGitHub,https://github.com/linuxmint/nemo-extensions,linuxmint,nemo-extensions,6.6.0,tag,sha256-tXeMkaCYnWzg+6ng8Tyg4Ms1aUeE3xiEkQ3tKEX6Vv8=,https://github.com/linuxmint/nemo-extensions/archive/6.6.0.tar.gz
nemo-seahorse,nemo-seahorse,6.6.0,fetchFromGitHub,https://github.com/linuxmint/nemo-extensions,linuxmint,nemo-extensions,refs/tags/6.6.0,tag,sha256-tXeMkaCYnWzg+6ng8Tyg4Ms1aUeE3xiEkQ3tKEX6Vv8=,https://github.com/linuxmint/nemo-extensions/archive/refs/tags/6.6.0.tar.gz
neomutt,neomutt,20260105,fetchFromGitHub,https://github.com/neomutt/neomutt,neomutt,neomutt,refs/tags/20260105,tag,sha256-rdnk1wESnnoaxctkR6WvWpq+DUg86PbH9f1EtpSL5uk=,https://github.com/neomutt/neomutt/archive/refs/tags/20260105.tar.gz
neovim-qt-unwrapped,neovim-qt-unwrapped,0.2.19,fetchFromGitHub,https://github.com/equalsraf/neovim-qt,equalsraf,neovim-qt,refs/tags/v0.2.19,tag,sha256-r77tg3xVemHW/zDNA6dYerFjFaYDDeHsD68WhMfI70Q=,https://github.com/equalsraf/neovim-qt/archive/refs/tags/v0.2.19.tar.gz
neovim-unwrapped,neovim-unwrapped,0.11.6,fetchFromGitHub,https://github.com/neovim/neovim,neovim,neovim,refs/tags/v0.11.6,tag,sha256-GdfCaKNe/qPaUV2NJPXY+ATnQNWnyFTFnkOYDyLhTNg=,https://github.com/neovim/neovim/archive/refs/tags/v0.11.6.tar.gz
nest,nest,3.9,fetchFromGitHub,https://github.com/nest/nest-simulator,nest,nest-simulator,v3.9,tag,sha256-4tGLRAsJLOHl9frdo35p/uoTiT2zfstx1e+fv5+ZBCs=,https://github.com/nest/nest-simulator/archive/v3.9.tar.gz
nest-mpi,nest,3.9,fetchFromGitHub,https://github.com/nest/nest-simulator,nest,nest-simulator,v3.9,tag,sha256-4tGLRAsJLOHl9frdo35p/uoTiT2zfstx1e+fv5+ZBCs=,https://github.com/nest/nest-simulator/archive/v3.9.tar.gz
netcap,netcap,0.6.11,fetchFromGitHub,https://github.com/dreadl0ck/netcap,dreadl0ck,netcap,refs/tags/v0.6.11,tag,sha256-SCBKOIC/s+rfrVWmryp9EBp7ARpZZcxymsnZWtEHrhk=,https://github.com/dreadl0ck/netcap/archive/refs/tags/v0.6.11.tar.gz
netcap-nodpi,netcap,0.6.11,fetchFromGitHub,https://github.com/dreadl0ck/netcap,dreadl0ck,netcap,refs/tags/v0.6.11,tag,sha256-SCBKOIC/s+rfrVWmryp9EBp7ARpZZcxymsnZWtEHrhk=,https://github.com/dreadl0ck/netcap/archive/refs/tags/v0.6.11.tar.gz
netmaker,netmaker,1.1.0,fetchFromGitHub,https://github.com/gravitl/netmaker,gravitl,netmaker,v1.1.0,tag,sha256-acsIe3N6F76KktfPOHreFwDatyuv1q7ui6MMhVXfj7c=,https://github.com/gravitl/netmaker/archive/v1.1.0.tar.gz
netmaker-full,netmaker,1.1.0,fetchFromGitHub,https://github.com/gravitl/netmaker,gravitl,netmaker,v1.1.0,tag,sha256-acsIe3N6F76KktfPOHreFwDatyuv1q7ui6MMhVXfj7c=,https://github.com/gravitl/netmaker/archive/v1.1.0.tar.gz
netron,netron,8.8.2,fetchFromGitHub,https://github.com/lutzroeder/netron,lutzroeder,netron,refs/tags/v8.8.2,tag,sha256-DeI82vixVJwAfYYUOTTZCeRTYvmkAutuQQm1fCdj8fs=,https://github.com/lutzroeder/netron/archive/refs/tags/v8.8.2.tar.gz
netsniff-ng,netsniff-ng,0.6.9,fetchFromGitHub,https://github.com/netsniff-ng/netsniff-ng,netsniff-ng,netsniff-ng,v0.6.9,tag,sha256-P1xZqhZ/HJV3fAvh4xhhApZ0+FLDFqvYrZlbvb+FV7I=,https://github.com/netsniff-ng/netsniff-ng/archive/v0.6.9.tar.gz
networkmanager-l2tp,NetworkManager-l2tp,1.20.22,fetchFromGitHub,https://github.com/nm-l2tp/network-manager-l2tp,nm-l2tp,network-manager-l2tp,1.20.22,tag,sha256-TuYLNjogR3psb1B9zonHzRQext0ROS4ueD2WcWkseJk=,https://github.com/nm-l2tp/network-manager-l2tp/archive/1.20.22.tar.gz
networkmanager_dmenu,networkmanager_dmenu,2.6.3,fetchFromGitHub,https://github.com/firecat53/networkmanager-dmenu,firecat53,networkmanager-dmenu,v2.6.3,tag,sha256-L5aO7mha37q2vjy9+j+TPiFBkqc4+deiZU9Om31HHBs=,https://github.com/firecat53/networkmanager-dmenu/archive/v2.6.3.tar.gz
neuron,neuron,8.2.7,fetchFromGitHub,https://github.com/neuronsimulator/nrn,neuronsimulator,nrn,refs/tags/8.2.7,tag,sha256-dmpx0Wud0IhdFvvTJuW/w1Uq6vFYaNal9n27LAqV1Qc=,
neuron-full,neuron,8.2.7,fetchFromGitHub,https://github.com/neuronsimulator/nrn,neuronsimulator,nrn,refs/tags/8.2.7,tag,sha256-dmpx0Wud0IhdFvvTJuW/w1Uq6vFYaNal9n27LAqV1Qc=,
neuron-mpi,neuron,8.2.7,fetchFromGitHub,https://github.com/neuronsimulator/nrn,neuronsimulator,nrn,refs/tags/8.2.7,tag,sha256-dmpx0Wud0IhdFvvTJuW/w1Uq6vFYaNal9n27LAqV1Qc=,
nfdump,nfdump,1.7.6,fetchFromGitHub,https://github.com/phaag/nfdump,phaag,nfdump,refs/tags/v1.7.6,tag,sha256-4iyoQAjOQW4KNJbRmdisdecuOz+DFvQGEKgq8cq7GDI=,https://github.com/phaag/nfdump/archive/refs/tags/v1.7.6.tar.gz
nfft,nfft,3.5.3,fetchFromGitHub,https://github.com/NFFT/nfft,NFFT,nfft,3.5.3,tag,sha256-HR8ME9PVC+RAv1GIgV2vK6eLU8Wk28+rSzbutThBv3w=,https://github.com/NFFT/nfft/archive/3.5.3.tar.gz
ngt,NGT,2.6.0,fetchFromGitHub,https://github.com/yahoojapan/NGT,yahoojapan,NGT,v2.6.0,tag,sha256-dAJ8Xz7Cgmajac43G/3JWj1gwlG2z1RaN7R49IsbMnc=,https://github.com/yahoojapan/NGT/archive/v2.6.0.tar.gz
nickel,nickel,1.16.0,fetchFromGitHub,https://github.com/tweag/nickel,tweag,nickel,refs/tags/1.16.0,tag,sha256-G+ik4tMr+WsDpiEFYv80ruBR/SpeEg9agUWqgXrq7UI=,https://github.com/tweag/nickel/archive/refs/tags/1.16.0.tar.gz
nitrokey-app2,nitrokey-app2,2.5.2,fetchFromGitHub,https://github.com/Nitrokey/nitrokey-app2,Nitrokey,nitrokey-app2,refs/tags/v2.5.2,tag,sha256-HkGdu8A8xpZheO+2NcKkTPXZGln28CnhRQzdpwRUlRE=,https://github.com/Nitrokey/nitrokey-app2/archive/refs/tags/v2.5.2.tar.gz
nitrokey-pro-firmware,nitrokey-pro-firmware,0.15,fetchFromGitHub,https://github.com/Nitrokey/nitrokey-pro-firmware,Nitrokey,nitrokey-pro-firmware,refs/tags/v0.15,tag,sha256-q+kbEOLA05xR6weAWDA1hx4fVsaN9UNKiOXGxPRfXuI=,
nng,nng,1.11,fetchFromGitHub,https://github.com/nanomsg/nng,nanomsg,nng,v1.11,tag,sha256-yH/iK/DuVff2qby/wk6jJ9Tsmxrl9eMrb9bOxCzvmdA=,https://github.com/nanomsg/nng/archive/v1.11.tar.gz
nnpdf,nnpdf,4.0.9,fetchFromGitHub,https://github.com/NNPDF/nnpdf,NNPDF,nnpdf,4.0.9,tag,sha256-PyhkHlOlzKfDxUX91NkeZWjdEzFR4PW0Yh5Yz6ZA27g=,https://github.com/NNPDF/nnpdf/archive/4.0.9.tar.gz
node-hp-scan-to,node-hp-scan-to,1.4.3,fetchFromGitHub,https://github.com/manuc66/node-hp-scan-to,manuc66,node-hp-scan-to,v1.4.3,tag,sha256-/XUqCL2F1iMYUoCbGgL9YKs+8wIFHvmh2O0LMbDU8yE=,https://github.com/manuc66/node-hp-scan-to/archive/v1.4.3.tar.gz
nodePackages.@tailwindcss/language-server,tailwindcss-language-server,0.14.28,fetchFromGitHub,https://github.com/tailwindlabs/tailwindcss-intellisense,tailwindlabs,tailwindcss-intellisense,refs/tags/v0.14.28,tag,sha256-jds6Wq4rcR4wXonZ1v9JITiEc4gflT0sTc3KUSBCMFc=,https://github.com/tailwindlabs/tailwindcss-intellisense/archive/refs/tags/v0.14.28.tar.gz
nodePackages.cspell,cspell,9.7.0,fetchFromGitHub,https://github.com/streetsidesoftware/cspell,streetsidesoftware,cspell,refs/tags/v9.7.0,tag,sha256-WT2MlBtFazi7vC7+2Dx1Y0Z5B3j0tFT6jUajyqhxlDw=,https://github.com/streetsidesoftware/cspell/archive/refs/tags/v9.7.0.tar.gz
nodePackages.elm-review,elm-review,2.13.4,fetchFromGitHub,https://github.com/jfmengels/node-elm-review,jfmengels,node-elm-review,v2.13.4,tag,sha256-rhNLIShZERxrzdTdrPcthTQ+gHUikgR0jchBfcBDGTo=,https://github.com/jfmengels/node-elm-review/archive/v2.13.4.tar.gz
nodePackages.eslint_d,eslint_d,14.3.0,fetchFromGitHub,https://github.com/mantoni/eslint_d.js,mantoni,eslint_d.js,v14.3.0,tag,sha256-Mu3dSgRIC2L9IImKixJfaUsltlajY0cYdXOSikNQuPo=,https://github.com/mantoni/eslint_d.js/archive/v14.3.0.tar.gz
nodePackages.gatsby-cli,gatsby-cli,5.16.0,fetchFromGitHub,https://github.com/gatsbyjs/gatsby,gatsbyjs,gatsby,refs/tags/gatsby-cli@5.16.0,tag,sha256-OK2GqO7UMYR7EFU4UC1cHtKfsQAMJP7KuUaQCUfyTBE=,https://github.com/gatsbyjs/gatsby/archive/refs/tags/gatsby-cli@5.16.0.tar.gz
nodePackages.hs-client,hsd,8.0.0,fetchFromGitHub,https://github.com/handshake-org/hsd,handshake-org,hsd,v8.0.0,tag,sha256-7hF8cJf9Oewfg5WvNpqQSrBZjpnERcdDAaxixOdArpo=,https://github.com/handshake-org/hsd/archive/v8.0.0.tar.gz
nodePackages.hsd,hsd,8.0.0,fetchFromGitHub,https://github.com/handshake-org/hsd,handshake-org,hsd,v8.0.0,tag,sha256-7hF8cJf9Oewfg5WvNpqQSrBZjpnERcdDAaxixOdArpo=,https://github.com/handshake-org/hsd/archive/v8.0.0.tar.gz
nodePackages.karma,karma,6.4.4,fetchFromGitHub,https://github.com/karma-runner/karma,karma-runner,karma,refs/tags/v6.4.4,tag,sha256-RfEmzUMzgOY6YG0MBheCgwmwOU3C5G8hybH40gLmsr4=,https://github.com/karma-runner/karma/archive/refs/tags/v6.4.4.tar.gz
nodePackages.less,lessc,4.2.2,fetchFromGitHub,https://github.com/less/less.js,less,less.js,v4.2.2,tag,sha256-vO/1laFb1yC+OESXTx9KuGdwSNC9Iv49F3V7kfXnyJU=,https://github.com/less/less.js/archive/v4.2.2.tar.gz
nodePackages.markdown-link-check,markdown-link-check,3.14.2,fetchFromGitHub,https://github.com/tcort/markdown-link-check,tcort,markdown-link-check,v3.14.2,tag,sha256-5keyuUEp+JlS19YZJvRNjx30qfJBYBzf9fDOO7LKVb4=,https://github.com/tcort/markdown-link-check/archive/v3.14.2.tar.gz
nodePackages.npm-check-updates,npm-check-updates,19.3.2,fetchFromGitHub,https://github.com/raineorshine/npm-check-updates,raineorshine,npm-check-updates,refs/tags/v19.3.2,tag,sha256-rQRBPfP7w9a2qCjOxNtl9mmSJiYZYbJyyOh3FEfckxk=,https://github.com/raineorshine/npm-check-updates/archive/refs/tags/v19.3.2.tar.gz
nodePackages.prisma,prisma_7,7.3.0,fetchFromGitHub,https://github.com/prisma/prisma,prisma,prisma,refs/tags/7.3.0,tag,sha256-X3tLHUJ+tSjo4DPgmo43KMXHPP5BZK14kCj7sBgjPu8=,https://github.com/prisma/prisma/archive/refs/tags/7.3.0.tar.gz
nodePackages.vega-cli,vega-cli,6.2.0,fetchFromGitHub,https://github.com/vega/vega,vega,vega,refs/tags/v6.2.0,tag,sha256-YO3YzTRNJKDOgCxMXnw2P2d1ZN79Db3//L9iLjDGiyM=,https://github.com/vega/vega/archive/refs/tags/v6.2.0.tar.gz
nodePackages.vega-lite,vega-lite,6.4.2,fetchFromGitHub,https://github.com/vega/vega-lite,vega,vega-lite,refs/tags/v6.4.2,tag,sha256-UQEgZk9SZTSKiAfOvBxnpkyiih9QcSv08O8vt4ooeYQ=,https://github.com/vega/vega-lite/archive/refs/tags/v6.4.2.tar.gz
nodePackages.vscode-json-languageserver,vscode-json-languageserver,1.3.4,fetchFromGitHub,https://github.com/microsoft/vscode,microsoft,vscode,refs/tags/1.101.2,tag,sha256-wdI6VlJ4WoSNnwgkb6dkVYcq/P/yzflv5mE9PuYBVx4=,https://github.com/microsoft/vscode/archive/refs/tags/1.101.2.tar.gz
nodePackages.yaml-language-server,yaml-language-server,1.21.0,fetchFromGitHub,https://github.com/redhat-developer/yaml-language-server,redhat-developer,yaml-language-server,refs/tags/1.21.0,tag,sha256-kZo47yQ1p8GGYVQ9TMTuvVuFJtk6rEBkQpu1jHaKEik=,https://github.com/redhat-developer/yaml-language-server/archive/refs/tags/1.21.0.tar.gz
nomad,nomad,1.10.5,fetchFromGitHub,https://github.com/hashicorp/nomad,hashicorp,nomad,v1.10.5,tag,sha256-NFH++oYWb6vQN6cOPByscI/ZBWDNy4YbcLiBMO3/jVU=,https://github.com/hashicorp/nomad/archive/v1.10.5.tar.gz
nomad-autoscaler,nomad-autoscaler,0.3.6,fetchFromGitHub,https://github.com/hashicorp/nomad-autoscaler,hashicorp,nomad-autoscaler,v0.3.6,tag,sha256-fK5GsszNhz/WP0zVk2lOfU/gwYijdQa5qhNYO33RhXc=,https://github.com/hashicorp/nomad-autoscaler/archive/v0.3.6.tar.gz
nomad-driver-podman,nomad-driver-podman,0.6.4,fetchFromGitHub,https://github.com/hashicorp/nomad-driver-podman,hashicorp,nomad-driver-podman,v0.6.4,tag,sha256-fgJzlSJA2SMQU3aMUMoQEcVfkdPm5c8twWi97fxFQ3s=,https://github.com/hashicorp/nomad-driver-podman/archive/v0.6.4.tar.gz
nomad-pack,nomad-pack,0.4.1,fetchFromGitHub,https://github.com/hashicorp/nomad-pack,hashicorp,nomad-pack,v0.4.1,tag,sha256-nKhiI7VizNTqB5r+Ayp7tDNd2eWtsFvnoB798W0cRi4=,https://github.com/hashicorp/nomad-pack/archive/v0.4.1.tar.gz
nomad_1_10,nomad,1.10.5,fetchFromGitHub,https://github.com/hashicorp/nomad,hashicorp,nomad,v1.10.5,tag,sha256-NFH++oYWb6vQN6cOPByscI/ZBWDNy4YbcLiBMO3/jVU=,https://github.com/hashicorp/nomad/archive/v1.10.5.tar.gz
nomad_1_11,nomad,1.11.1,fetchFromGitHub,https://github.com/hashicorp/nomad,hashicorp,nomad,v1.11.1,tag,sha256-xP3wSxDo59hme9G4+ATfGD0LTdf11+c/cSfPoKfeBLc=,https://github.com/hashicorp/nomad/archive/v1.11.1.tar.gz
nomad_1_9,nomad,1.9.7,fetchFromGitHub,https://github.com/hashicorp/nomad,hashicorp,nomad,v1.9.7,tag,sha256-U02H6DPr1friQ9EwqD/wQnE2Fm20OE5xNccPDJfnsqI=,https://github.com/hashicorp/nomad/archive/v1.9.7.tar.gz
normcap,normcap,0.6.0,fetchFromGitHub,https://github.com/dynobo/normcap,dynobo,normcap,refs/tags/v0.6.0,tag,sha256-jkaXwBpa09J6Q07vlnQW8TsUtpiYrPkfMspZI1TyE1g=,https://github.com/dynobo/normcap/archive/refs/tags/v0.6.0.tar.gz
noson,noson,5.6.13,fetchFromGitHub,https://github.com/janbar/noson-app,janbar,noson-app,refs/tags/5.6.13,tag,sha256-XJBkPhyDPeyVrcY5Q5W9LtESuVxcbcQ8JoyOzKg+0NU=,https://github.com/janbar/noson-app/archive/refs/tags/5.6.13.tar.gz
notepadqq,notepadqq,2.0.0-beta,fetchFromGitHub,https://github.com/notepadqq/notepadqq,notepadqq,notepadqq,v2.0.0-beta,tag,sha256-XA9Ay9kJApY+bDeOf0iPv+BWYFuTmIuqsLEPgRTCZCE=,https://github.com/notepadqq/notepadqq/archive/v2.0.0-beta.tar.gz
notion,notion,4.0.4,fetchFromGitHub,https://github.com/raboof/notion,raboof,notion,refs/tags/4.0.4,tag,sha256-L7WL8zn1Qkf5sqrhqZJqFe4B1l9ULXI3pt3Jpc87huk=,https://github.com/raboof/notion/archive/refs/tags/4.0.4.tar.gz
npm-check-updates,npm-check-updates,19.3.2,fetchFromGitHub,https://github.com/raineorshine/npm-check-updates,raineorshine,npm-check-updates,refs/tags/v19.3.2,tag,sha256-rQRBPfP7w9a2qCjOxNtl9mmSJiYZYbJyyOh3FEfckxk=,https://github.com/raineorshine/npm-check-updates/archive/refs/tags/v19.3.2.tar.gz
nss,nss,3.112.2,fetchFromGitHub,https://github.com/nss-dev/nss,nss-dev,nss,NSS_3_112_2_RTM,tag,sha256-hK0TovR0LrVkB96BwCnhwaljDSElR85fnobzCa9+uKo=,https://github.com/nss-dev/nss/archive/NSS_3_112_2_RTM.tar.gz
nssTools,nss,3.112.2,fetchFromGitHub,https://github.com/nss-dev/nss,nss-dev,nss,NSS_3_112_2_RTM,tag,sha256-hK0TovR0LrVkB96BwCnhwaljDSElR85fnobzCa9+uKo=,https://github.com/nss-dev/nss/archive/NSS_3_112_2_RTM.tar.gz
nss_esr,nss,3.112.2,fetchFromGitHub,https://github.com/nss-dev/nss,nss-dev,nss,NSS_3_112_2_RTM,tag,sha256-hK0TovR0LrVkB96BwCnhwaljDSElR85fnobzCa9+uKo=,https://github.com/nss-dev/nss/archive/NSS_3_112_2_RTM.tar.gz
nss_latest,nss,3.121,fetchFromGitHub,https://github.com/nss-dev/nss,nss-dev,nss,NSS_3_121_RTM,tag,sha256-zloUvwiaT/ivyhxMrEzPKHOKySgGFUzV1Kr9pEC0g3w=,https://github.com/nss-dev/nss/archive/NSS_3_121_RTM.tar.gz
numix-icon-theme,numix-icon-theme,25.10.26,fetchFromGitHub,https://github.com/numixproject/numix-icon-theme,numixproject,numix-icon-theme,refs/tags/25.10.26,tag,sha256-YKR4dncq2uuX8CMJj/Zr/0pdl7gLC8VZGvb/HI1+Uwc=,https://github.com/numixproject/numix-icon-theme/archive/refs/tags/25.10.26.tar.gz
numworks-epsilon,numworks-epsilon,23.2.3,fetchFromGitHub,https://github.com/numworks/epsilon,numworks,epsilon,23.2.3,tag,sha256-w9ddcULE1MrGnYcXA0qOg1elQv/eBhcXqhMSjWT3Bkk=,https://github.com/numworks/epsilon/archive/23.2.3.tar.gz
nyancat,nyancat,1.5.2,fetchFromGitHub,https://github.com/klange/nyancat,klange,nyancat,1.5.2,tag,1mg8nm5xzcq1xr8cvx24ym2vmafkw53rijllwcdm9miiz0p5ky9k,https://github.com/klange/nyancat/archive/1.5.2.tar.gz
nym,nym,2024.14-crunch-patched,fetchFromGitHub,https://github.com/nymtech/nym,nymtech,nym,refs/tags/nym-binaries-v2024.14-crunch-patched,tag,sha256-ze0N+Hg+jVFKaoreCrZUUA3cHGtUZFtxCh5RwTqOdsc=,https://github.com/nymtech/nym/archive/refs/tags/nym-binaries-v2024.14-crunch-patched.tar.gz
